yourlist:M202109254ABAA9BC7178C81CEBC9459510EDDEA3208C12P,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
hsa:2356,Q05932,FOLC_HUMAN,reviewed,"Folylpolyglutamate synthase, mitochondrial (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase)",FPGS,Homo sapiens (Human),587
hsa:248,P09923,PPBI_HUMAN,reviewed,Intestinal-type alkaline phosphatase (IAP) (Intestinal alkaline phosphatase) (EC 3.1.3.1),ALPI,Homo sapiens (Human),528
hsa:248,A0A024R4A2,A0A024R4A2_HUMAN,unreviewed,Alkaline phosphatase (EC 3.1.3.1),ALPI hCG_33449,Homo sapiens (Human),528
hsa:249,P05186,PPBT_HUMAN,reviewed,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)",ALPL,Homo sapiens (Human),524
hsa:249,A0A024RAB4,A0A024RAB4_HUMAN,unreviewed,Alkaline phosphatase (EC 3.1.3.1),ALPL hCG_38868,Homo sapiens (Human),524
hsa:250,P05187,PPB1_HUMAN,reviewed,"Alkaline phosphatase, placental type (EC 3.1.3.1) (Alkaline phosphatase Regan isozyme) (Placental alkaline phosphatase 1) (PLAP-1)",ALPP PLAP,Homo sapiens (Human),535
hsa:250,B2R7C7,B2R7C7_HUMAN,unreviewed,Alkaline phosphatase (EC 3.1.3.1),,Homo sapiens (Human),535
hsa:251,P10696,PPBN_HUMAN,reviewed,"Alkaline phosphatase, germ cell type (EC 3.1.3.1) (ALP-1) (Alkaline phosphatase Nagao isozyme) (Alkaline phosphatase, placental-like) (Germ cell alkaline phosphatase) (GCAP) (Placental alkaline phosphatase-like) (PLAP-like)",ALPG ALPPL ALPPL2,Homo sapiens (Human),532
hsa:25902,Q6UB35,C1TM_HUMAN,reviewed,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",MTHFD1L FTHFSDC1,Homo sapiens (Human),978
hsa:26289,Q9Y6K8,KAD5_HUMAN,reviewed,Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5),AK5,Homo sapiens (Human),562
hsa:2643,P30793,GCH1_HUMAN,reviewed,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),GCH1 DYT5 GCH,Homo sapiens (Human),250
hsa:2643,A0A024R642,A0A024R642_HUMAN,unreviewed,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I),GCH1 hCG_22618,Homo sapiens (Human),250
hsa:27010,Q9H3S4,TPK1_HUMAN,reviewed,Thiamin pyrophosphokinase 1 (hTPK1) (EC 2.7.6.2) (Placental protein 20) (PP20) (Thiamine pyrophosphokinase 1),TPK1,Homo sapiens (Human),243
hsa:27010,A0A090N8Y0,A0A090N8Y0_HUMAN,unreviewed,Thiamine pyrophosphokinase (EC 2.7.6.2),TPK1 tcag7.508,Homo sapiens (Human),243
hsa:2729,P48506,GSH1_HUMAN,reviewed,Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase),GCLC GLCL GLCLC,Homo sapiens (Human),637
hsa:2729,Q14TF0,Q14TF0_HUMAN,unreviewed,Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (Gamma-glutamylcysteine synthetase),GCLC hCG_21942,Homo sapiens (Human),637
hsa:2730,P48507,GSH0_HUMAN,reviewed,Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit),GCLM GLCLR,Homo sapiens (Human),274
hsa:27430,Q9NZL9,MAT2B_HUMAN,reviewed,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase),MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995,Homo sapiens (Human),334
hsa:27430,A0A140VJP2,A0A140VJP2_HUMAN,unreviewed,Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta),,Homo sapiens (Human),334
hsa:2937,P48637,GSHB_HUMAN,reviewed,Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase),GSS,Homo sapiens (Human),474
hsa:2937,V9HWJ1,V9HWJ1_HUMAN,unreviewed,Glutathione synthetase (GSH-S) (EC 6.3.2.3),HEL-S-64p GSS HEL-S-88n,Homo sapiens (Human),474
hsa:2990,P08236,BGLR_HUMAN,reviewed,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,Homo sapiens (Human),651
hsa:29922,Q9Y5B8,NDK7_HUMAN,reviewed,Nucleoside diphosphate kinase 7 (NDK 7) (NDP kinase 7) (EC 2.7.4.6) (nm23-H7),NME7,Homo sapiens (Human),376
hsa:29925,Q9Y5P6,GMPPB_HUMAN,reviewed,Mannose-1-phosphate guanyltransferase beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta),GMPPB,Homo sapiens (Human),360
hsa:29926,Q96IJ6,GMPPA_HUMAN,reviewed,Mannose-1-phosphate guanyltransferase alpha (GDP-mannose pyrophosphorylase A) (GMPP-alpha) (GTP-mannose-1-phosphate guanylyltransferase alpha),GMPPA,Homo sapiens (Human),420
hsa:29926,A0A384MDS7,A0A384MDS7_HUMAN,unreviewed,"Epididymis secretory sperm binding protein (GDP-mannose pyrophosphorylase A, isoform CRA_a)",GMPPA hCG_15576,Homo sapiens (Human),420
hsa:29968,Q9Y617,SERC_HUMAN,reviewed,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),PSAT1 PSA,Homo sapiens (Human),370
hsa:29968,A0A024R222,A0A024R222_HUMAN,unreviewed,Phosphoserine aminotransferase (EC 2.6.1.52),PSAT1 hCG_1984423,Homo sapiens (Human),370
hsa:3145,P08397,HEM3_HUMAN,reviewed,Porphobilinogen deaminase (PBG-D) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),HMBS PBGD UPS,Homo sapiens (Human),361
hsa:326625,Q96EY8,MMAB_HUMAN,reviewed,"Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B protein)",MMAB,Homo sapiens (Human),250
hsa:349565,Q96T66,NMNA3_HUMAN,reviewed,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 (NMN/NaMN adenylyltransferase 3) (Nicotinamide-nucleotide adenylyltransferase 3) (NMN adenylyltransferase 3) (Nicotinate-nucleotide adenylyltransferase 3) (NaMN adenylyltransferase 3) (EC 2.7.7.18) (Pyridine nucleotide adenylyltransferase 3) (PNAT-3) (EC 2.7.7.1),NMNAT3 FKSG76,Homo sapiens (Human),252
hsa:349565,Q49AL4,Q49AL4_HUMAN,unreviewed,"NMNAT3 protein (Nicotinamide nucleotide adenylyltransferase 3, isoform CRA_e) (cDNA FLJ45569 fis, clone BRTHA3010469, highly similar to Nicotinamide mononucleotide adenylyltransferase 3)",NMNAT3 hCG_2022373,Homo sapiens (Human),142
hsa:3620,P14902,I23O1_HUMAN,reviewed,"Indoleamine 2,3-dioxygenase 1 (IDO-1) (EC 1.13.11.52) (Indoleamine-pyrrole 2,3-dioxygenase)",IDO1 IDO INDO,Homo sapiens (Human),403
hsa:3620,A0A348GSI3,A0A348GSI3_HUMAN,unreviewed,"Indoleamine 2,3-dioxygenase 1",IDO1,Homo sapiens (Human),403
hsa:387787,A6NK58,LIPT2_HUMAN,reviewed,"Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)",LIPT2,Homo sapiens (Human),231
hsa:4143,Q00266,METK1_HUMAN,reviewed,S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1) (Methionine adenosyltransferase I/III) (MAT-I/III),MAT1A AMS1 MATA1,Homo sapiens (Human),395
hsa:4144,P31153,METK2_HUMAN,reviewed,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II),MAT2A AMS2 MATA2,Homo sapiens (Human),395
hsa:4144,A0A140VJP5,A0A140VJP5_HUMAN,unreviewed,S-adenosylmethionine synthase (EC 2.5.1.6),,Homo sapiens (Human),395
hsa:4337,Q9NZB8,MOCS1_HUMAN,reviewed,"Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",MOCS1 MIG11,Homo sapiens (Human),636
hsa:4337,A0A024RD17,A0A024RD17_HUMAN,unreviewed,"GTP 3',8-cyclase (EC 4.1.99.22)",MOCS1 hCG_33197,Homo sapiens (Human),385
hsa:4338,O96007,MOC2B_HUMAN,reviewed,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MOCO1-B) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B) (Molybdopterin-synthase large subunit) (MPT synthase large subunit),MOCS2 MCBPE MOCO1,Homo sapiens (Human),188
hsa:4338,A0A024QZS1,A0A024QZS1_HUMAN,unreviewed,Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B),MOCS2 hCG_40684,Homo sapiens (Human),188
hsa:4351,P34949,MPI_HUMAN,reviewed,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),MPI PMI1,Homo sapiens (Human),423
hsa:441024,Q9H903,MTD2L_HUMAN,reviewed,Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2 (NADP-dependent methylenetetrahydrofolate dehydrogenase 2-like protein) (MTHFD2-like) [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],MTHFD2L,Homo sapiens (Human),347
hsa:4522,P11586,C1TC_HUMAN,reviewed,"C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]",MTHFD1 MTHFC MTHFD,Homo sapiens (Human),935
hsa:4830,P15531,NDKA_HUMAN,reviewed,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein),NME1 NDPKA NM23,Homo sapiens (Human),152
hsa:4830,A0A384MTW7,A0A384MTW7_HUMAN,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),,Homo sapiens (Human),152
hsa:4831,Q6FHN3,Q6FHN3_HUMAN,unreviewed,Nucleoside diphosphate kinase (EC 2.7.4.6),NME2 HEL-S-155an hCG_2001850,Homo sapiens (Human),152
hsa:4832,Q13232,NDK3_HUMAN,reviewed,Nucleoside diphosphate kinase 3 (NDK 3) (NDP kinase 3) (EC 2.7.4.6) (DR-nm23) (Nucleoside diphosphate kinase C) (NDPKC) (nm23-H3),NME3,Homo sapiens (Human),169
hsa:4833,O00746,NDKM_HUMAN,reviewed,"Nucleoside diphosphate kinase, mitochondrial (NDK) (NDP kinase, mitochondrial) (EC 2.7.4.6) (Nucleoside diphosphate kinase D) (NDPKD) (nm23-H4)",NME4 NM23D,Homo sapiens (Human),187
hsa:493911,Q8TCD6,PHOP2_HUMAN,reviewed,Pyridoxal phosphate phosphatase PHOSPHO2 (EC 3.1.3.74),PHOSPHO2,Homo sapiens (Human),241
hsa:50808,Q9UIJ7,KAD3_HUMAN,reviewed,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",AK3 AK3L1 AK6 AKL3L,Homo sapiens (Human),227
hsa:50808,Q7Z4Y4,Q7Z4Y4_HUMAN,unreviewed,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",AK3,Homo sapiens (Human),227
hsa:51109,Q8TC12,RDH11_HUMAN,reviewed,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1),RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82,Homo sapiens (Human),318
hsa:51109,A0A0S2Z583,A0A0S2Z583_HUMAN,unreviewed,Retinol dehydrogenase 11 isoform 1 (Fragment),RDH11,Homo sapiens (Human),318
hsa:51601,Q9Y234,LIPT_HUMAN,reviewed,"Lipoyltransferase 1, mitochondrial (EC 2.3.1.-) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase)",LIPT1,Homo sapiens (Human),373
hsa:51727,P30085,KCY_HUMAN,reviewed,UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK),CMPK1 CMK CMPK UCK UMK UMPK,Homo sapiens (Human),196
hsa:51727,A0A494BXC7,A0A494BXC7_HUMAN,unreviewed,Nucleoside-diphosphate kinase (EC 2.7.4.6),CMPK1,Homo sapiens (Human),179
hsa:5313,P30613,KPYR_HUMAN,reviewed,Pyruvate kinase PKLR (EC 2.7.1.40) (Pyruvate kinase 1) (Pyruvate kinase isozymes L/R) (R-type/L-type pyruvate kinase) (Red cell/liver pyruvate kinase),PKLR PK1 PKL,Homo sapiens (Human),574
hsa:5315,P14618,KPYM_HUMAN,reviewed,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58),PKM OIP3 PK2 PK3 PKM2,Homo sapiens (Human),531
hsa:5315,V9HWB8,V9HWB8_HUMAN,unreviewed,Pyruvate kinase (EC 2.7.1.40),HEL-S-30,Homo sapiens (Human),531
hsa:53354,Q8TE04,PANK1_HUMAN,reviewed,Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1),PANK1 PANK,Homo sapiens (Human),598
hsa:53630,Q9HAY6,BCDO1_HUMAN,reviewed,"Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)",BCO1 BCDO BCDO1 BCMO1,Homo sapiens (Human),547
hsa:5372,Q92871,PMM1_HUMAN,reviewed,Phosphomannomutase 1 (PMM 1) (EC 5.4.2.8) (PMMH-22),PMM1 PMMH22,Homo sapiens (Human),262
hsa:5372,A0A024R1U5,A0A024R1U5_HUMAN,unreviewed,Phosphomannomutase (EC 5.4.2.8),PMM1 hCG_41539,Homo sapiens (Human),262
hsa:5373,O15305,PMM2_HUMAN,reviewed,Phosphomannomutase 2 (PMM 2) (EC 5.4.2.8),PMM2,Homo sapiens (Human),246
hsa:5373,A0A0S2Z4J6,A0A0S2Z4J6_HUMAN,unreviewed,Phosphomannomutase (EC 5.4.2.8) (Fragment),PMM2,Homo sapiens (Human),246
hsa:5373,Q59F02,Q59F02_HUMAN,unreviewed,Phosphomannomutase (EC 5.4.2.8) (Fragment),,Homo sapiens (Human),165
hsa:54490,Q9BY64,UDB28_HUMAN,reviewed,UDP-glucuronosyltransferase 2B28 (UDPGT 2B28) (UGT2B28) (EC 2.4.1.17),UGT2B28,Homo sapiens (Human),529
hsa:54575,Q9HAW8,UD110_HUMAN,reviewed,UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J),UGT1A10 GNT1 UGT1,Homo sapiens (Human),530
hsa:54575,Q5DT02,Q5DT02_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A10 hCG_2039726,Homo sapiens (Human),530
hsa:54576,Q9HAW9,UD18_HUMAN,reviewed,UDP-glucuronosyltransferase 1A8 (UGT1A8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-8) (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H),UGT1A8 GNT1 UGT1,Homo sapiens (Human),530
hsa:54576,Q5DSZ6,Q5DSZ6_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A8 hCG_2039726,Homo sapiens (Human),530
hsa:54577,Q9HAW7,UD17_HUMAN,reviewed,UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G),UGT1A7 GNT1 UGT1,Homo sapiens (Human),530
hsa:54577,Q5DSZ7,Q5DSZ7_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A7,Homo sapiens (Human),530
hsa:54578,P19224,UD16_HUMAN,reviewed,UDP-glucuronosyltransferase 1-6 (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (EC 2.4.1.17) (Phenol-metabolizing UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1-F) (UGT-1F) (UGT1F) (UDP-glucuronosyltransferase 1A6),UGT1A6 GNT1 UGT1,Homo sapiens (Human),532
hsa:54578,Q5DSZ8,Q5DSZ8_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A6 hCG_2039726,Homo sapiens (Human),532
hsa:54579,P35504,UD15_HUMAN,reviewed,UDP-glucuronosyltransferase 1A5 (UGT1A5) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-5) (UDPGT 1-5) (UGT1*5) (UGT1-05) (UGT1.5) (UDP-glucuronosyltransferase 1-E) (UGT-1E) (UGT1E),UGT1A5 GNT1 UGT1,Homo sapiens (Human),534
hsa:54579,Q5DSZ9,Q5DSZ9_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A5 hCG_2039726,Homo sapiens (Human),534
hsa:54600,O60656,UD19_HUMAN,reviewed,UDP-glucuronosyltransferase 1A9 (UGT1A9) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-9) (UDPGT 1-9) (UGT1*9) (UGT1-09) (UGT1.9) (UDP-glucuronosyltransferase 1-I) (UGT-1I) (UGT1I) (lugP4),UGT1A9 GNT1 UGT1,Homo sapiens (Human),530
hsa:54600,Q5DSZ5,Q5DSZ5_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A9 hCG_2039726,Homo sapiens (Human),530
hsa:54657,P22310,UD14_HUMAN,reviewed,UDP-glucuronosyltransferase 1A4 (UGT1A4) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 2) (hUG-BR2) (UDP-glucuronosyltransferase 1-4) (UDPGT 1-4) (UGT1*4) (UGT1-04) (UGT1.4) (UDP-glucuronosyltransferase 1-D) (UGT-1D) (UGT1D),UGT1A4 GNT1 UGT1,Homo sapiens (Human),534
hsa:54658,P22309,UD11_HUMAN,reviewed,UDP-glucuronosyltransferase 1A1 (UGT1A1) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 1) (hUG-BR1) (UDP-glucuronosyltransferase 1-1) (UDPGT 1-1) (UGT1*1) (UGT1-01) (UGT1.1) (UDP-glucuronosyltransferase 1A isoform 1),UGT1A1 GNT1 UGT1,Homo sapiens (Human),533
hsa:54658,Q5DT03,Q5DT03_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A1 BILIQTL1 hCG_2039726,Homo sapiens (Human),533
hsa:54659,P35503,UD13_HUMAN,reviewed,UDP-glucuronosyltransferase 1A3 (UGT1A3) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-3) (UDPGT 1-3) (UGT1*3) (UGT1-03) (UGT1.3) (UDP-glucuronosyltransferase 1-C) (UGT-1C) (UGT1C) (UDP-glucuronosyltransferase 1A isoform 3),UGT1A3 GNT1 UGT1,Homo sapiens (Human),534
hsa:54659,Q5DT01,Q5DT01_HUMAN,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),UGT1A3 hCG_2039726,Homo sapiens (Human),534
hsa:5498,P50336,PPOX_HUMAN,reviewed,Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4),PPOX,Homo sapiens (Human),477
hsa:54995,Q9NWU1,OXSM_HUMAN,reviewed,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)",OXSM,Homo sapiens (Human),459
hsa:55163,Q9NVS9,PNPO_HUMAN,reviewed,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase),PNPO,Homo sapiens (Human),261
hsa:55163,V9HW45,V9HW45_HUMAN,unreviewed,Pyridoxal 5'-phosphate synthase (EC 1.4.3.5),HEL-S-302,Homo sapiens (Human),261
hsa:55191,Q6IA69,NADE_HUMAN,reviewed,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase),NADSYN1,Homo sapiens (Human),706
hsa:55312,Q969G6,RIFK_HUMAN,reviewed,Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase),RFK,Homo sapiens (Human),155
hsa:55312,B2RDZ2,B2RDZ2_HUMAN,unreviewed,Riboflavin kinase (EC 2.7.1.26),,Homo sapiens (Human),162
hsa:554235,A6ND91,ASPD_HUMAN,reviewed,Putative L-aspartate dehydrogenase (EC 1.4.1.21) (Aspartate dehydrogenase domain-containing protein),ASPDH,Homo sapiens (Human),283
hsa:56474,Q9NRF8,PYRG2_HUMAN,reviewed,CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2),CTPS2,Homo sapiens (Human),586
hsa:56474,A0A024RC00,A0A024RC00_HUMAN,unreviewed,CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase),CTPS2 hCG_1640699,Homo sapiens (Human),586
hsa:57026,Q96GD0,PLPP_HUMAN,reviewed,Chronophin (EC 3.1.3.16) (EC 3.1.3.74) (Pyridoxal phosphate phosphatase) (PLP phosphatase),PDXP CIN PLP PLPP,Homo sapiens (Human),296
hsa:57026,A0A024R1I3,A0A024R1I3_HUMAN,unreviewed,"Pyridoxal (Pyridoxine, vitamin B6) phosphatase, isoform CRA_a (Testicular secretory protein Li 36)",PDXP hCG_41847,Homo sapiens (Human),296
hsa:574537,P0DTE5,UD2A2_HUMAN,reviewed,UDP-glucuronosyltransferase 2A2 (UDPGT 2A2) (EC 2.4.1.17),UGT2A2,Homo sapiens (Human),536
hsa:5805,Q03393,PTPS_HUMAN,reviewed,6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12),PTS,Homo sapiens (Human),145
hsa:586,P54687,BCAT1_HUMAN,reviewed,"Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)",BCAT1 BCT1 ECA39,Homo sapiens (Human),386
hsa:586,A0A024RAV0,A0A024RAV0_HUMAN,unreviewed,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42),BCAT1 hCG_14790,Homo sapiens (Human),386
hsa:587,O15382,BCAT2_HUMAN,reviewed,"Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)",BCAT2 BCATM BCT2 ECA40,Homo sapiens (Human),392
hsa:60490,Q96CD2,COAC_HUMAN,reviewed,Phosphopantothenoylcysteine decarboxylase (PPC-DC) (EC 4.1.1.36) (CoaC),PPCDC COAC MDS018 UNQ9365/PRO34154,Homo sapiens (Human),204
hsa:6470,P34896,GLYC_HUMAN,reviewed,"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT1,Homo sapiens (Human),483
hsa:6472,P34897,GLYM_HUMAN,reviewed,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT2,Homo sapiens (Human),504
hsa:6472,Q5BJF5,Q5BJF5_HUMAN,unreviewed,Serine hydroxymethyltransferase (EC 2.1.2.1) (Fragment),SHMT2,Homo sapiens (Human),480
hsa:6472,V9HW06,V9HW06_HUMAN,unreviewed,Serine hydroxymethyltransferase (EC 2.1.2.1),HEL-S-51e SHMT2 hCG_41231,Homo sapiens (Human),504
hsa:64802,Q9HAN9,NMNA1_HUMAN,reviewed,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1),NMNAT1 NMNAT,Homo sapiens (Human),279
hsa:64802,A0A024R4E1,A0A024R4E1_HUMAN,unreviewed,Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinate-nucleotide adenylyltransferase),NMNAT1 hCG_1820992,Homo sapiens (Human),279
hsa:65220,O95544,NADK_HUMAN,reviewed,NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase),NADK,Homo sapiens (Human),446
hsa:65220,A0A024R058,A0A024R058_HUMAN,unreviewed,NAD(+) kinase (EC 2.7.1.23),NADK hCG_2033593,Homo sapiens (Human),446
hsa:65220,Q6PJ22,Q6PJ22_HUMAN,unreviewed,NAD(+) kinase (EC 2.7.1.23) (Fragment),FLJ13052,Homo sapiens (Human),217
"hsa:4831,hsa:654364",P22392,NDKB_HUMAN,reviewed,Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2),NME2 NM23B,Homo sapiens (Human),152
